pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,survived
-1.3555735383351184,0.5859541426526582,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,5.555380339702308,0.5859541426526582,1.2669898018116525,-1.2316448970958942,0.8273772438659676,-1.977658913128979,0.43279336567850346,0.7676298785983802,-0.3121723775229802,1
-1.3555735383351184,0.5859541426526582,-1.5661069258891531,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,-1.5661069258891531,2.177876026849292,-0.4745451962498414,-0.473673609298456,-0.11384570873513564,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.7463893012835653,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,0.7157433627828634,0.43279336567850346,5.732843830185725,-0.018709311778530042,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-1.2081154057255954,-0.4745451962498414,-0.473673609298456,-0.49027979343805794,0
-1.3555735383351184,0.5859541426526582,-0.3693648410115927,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,-0.3693648410115927,1.9470129746282772,-0.4745451962498414,-0.473673609298456,-0.32626665855358844,1
0.7376951317802896,-0.6781745283001711,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,-0.6781745283001711,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-2.1315676146096556,3.1548090514635376,0.7676298785983802,-0.0619988892296839,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,-0.3693648410115927,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.38667072011333803,1
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,0.10010855686015657,0.43279336567850346,-0.473673609298456,-0.28599728418042203,0
-1.3555735383351184,-1.9423031992530004,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,-1.9423031992530004,1.2669898018116525,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.502948538615856,1
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,-0.3693648410115927,0.40792595982151,-0.4745451962498414,-0.473673609298456,-0.12491978668775641,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,1.2992806985374268,0.5859541426526582,1.2669898018116525,0.8119223343984106,-0.3693648410115927,0.3309716090811716,-0.4745451962498414,-0.473673609298456,-0.38667072011333803,1
-1.3555735383351184,-0.6781745283001711,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,-0.6781745283001711,1.2669898018116525,0.8119223343984106,0.8273772438659676,-1.131161054985257,-0.4745451962498414,-0.473673609298456,-0.48675622318040584,1
0.7376951317802896,0.5859541426526582,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-2.9568189426274536,0.5859541426526582,1.2669898018116525,0.8119223343984106,-1.5661069258891531,-0.1307544953608585,-0.4745451962498414,-0.473673609298456,0.06635974158478403,1
-1.3555735383351184,0.5859541426526582,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-1.6698415101676256,2.247470489535193,0.7676298785983802,-0.2240831210816787,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,-1.2316448970958942,0.8273772438659676,0.638789012042525,0.43279336567850346,5.732843830185725,-0.016444159470039417,1
0.7376951317802896,-1.9423031992530004,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.502948538615856,0
0.7376951317802896,0.5859541426526582,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-1.5661069258891531,-0.8233436520239037,2.247470489535193,2.0089333664952163,4.6470010765324625,0
-1.3555735383351184,-0.6781745283001711,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,-0.6781745283001711,1.2669898018116525,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.4897764262583933,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.489442190451096,0
0.7376951317802896,-1.9423031992530004,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,0.8119223343984106,-1.5661069258891531,0.7926977135232017,-0.4745451962498414,-0.473673609298456,-0.09027201697708402,0
-1.3555735383351184,-1.9423031992530004,-1.5661069258891531,1.3283790856183975,-1.2316448970958935,-1.53811906223916,-1.9423031992530004,1.2669898018116525,-1.2316448970958942,-1.5661069258891531,4.374348392294584e-15,0.43279336567850346,-0.473673609298456,2.301728820789001,1
-1.3555735383351184,-0.6781745283001711,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,-0.6781745283001711,1.2669898018116525,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.49237782784289985,1
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,-0.3693648410115927,2.793510832771999,-0.4745451962498414,-0.473673609298456,-0.4370074380797961,0
0.7376951317802896,-1.9423031992530004,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,-1.2316448970958942,-1.5661069258891531,-0.1307544953608585,0.43279336567850346,-0.473673609298456,1.0060617003323713,0
0.7376951317802896,0.5859541426526582,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-1.5661069258891531,0.9466064150038784,0.43279336567850346,-0.473673609298456,0.39858208016340685,0
0.7376951317802896,-1.9423031992530004,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,1.2669898018116525,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.5028639729296724,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.669434950543227,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-0.9002980027642421,1.3401319276068482,-0.473673609298456,-0.28599728418042203,0
-1.3555735383351184,-1.9423031992530004,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,-1.9423031992530004,1.2669898018116525,-1.2316448970958942,0.8273772438659676,-1.2081154057255954,0.43279336567850346,-0.473673609298456,-0.42207354059350727,1
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,0.7926977135232017,0.43279336567850346,-0.473673609298456,-0.4576454924460438,0
-1.3555735383351184,0.5859541426526582,-0.3693648410115927,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-0.3693648410115927,-0.20770884610119686,0.43279336567850346,-0.473673609298456,-0.22559322262067244,0
0.7376951317802896,-1.9423031992530004,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.489442190451096,0
-1.3555735383351184,-1.9423031992530004,-0.3693648410115927,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,-1.9423031992530004,1.2669898018116525,-1.2316448970958942,-0.3693648410115927,-2.0546132638693173,0.43279336567850346,2.0089333664952163,0.18876253192946063,1
-1.3555735383351184,-0.6781745283001711,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,-0.6781745283001711,1.2669898018116525,0.8119223343984106,0.8273772438659676,-0.8233436520239037,-0.4745451962498414,-0.473673609298456,-0.4897764262583933,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
0.7376951317802896,-0.6781745283001711,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-0.6781745283001711,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,4.374348392294584e-15,0.43279336567850346,-0.473673609298456,-0.33633400214688003,0
-1.3555735383351184,-0.6781745283001711,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,-0.6781745283001711,1.2669898018116525,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.49237782784289985,1
0.7376951317802896,-1.9423031992530004,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,4.374348392294584e-15,1.3401319276068482,-0.473673609298456,-0.21191774308354508,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-0.9002980027642421,0.43279336567850346,-0.473673609298456,-0.29002422161773866,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-1.746795860907964,3.1548090514635376,0.7676298785983802,0.1506737441786012,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.669434950543227,-0.4745451962498414,-0.473673609298456,-0.4913710934835707,0
-1.3555735383351184,-1.9423031992530004,-1.5661069258891531,1.3283790856183975,-1.2316448970958935,1.2992806985374268,-1.9423031992530004,1.2669898018116525,-1.2316448970958942,-1.5661069258891531,1.485286870186247,0.43279336567850346,-0.473673609298456,0.8964967865378604,1
-1.3555735383351184,0.5859541426526582,-0.3693648410115927,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,-1.2316448970958942,-0.3693648410115927,-0.05380014462052014,0.43279336567850346,-0.473673609298456,-0.12491978668775641,1
0.7376951317802896,-1.9423031992530004,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-1.53811906223916,-1.9423031992530004,-0.7892723355547999,-1.2316448970958942,-1.5661069258891531,2.7165564820316606,-0.4745451962498414,0.7676298785983802,0.599510150535758,0
0.7376951317802896,0.5859541426526582,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,-1.5661069258891531,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,0.06635974158478403,1
-1.3555735383351184,0.5859541426526582,-0.3693648410115927,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,-0.3693648410115927,-0.669434950543227,-0.4745451962498414,-0.473673609298456,-0.4370074380797961,1
0.7376951317802896,-1.9423031992530004,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.09227731999068932,-0.4745451962498414,-0.473673609298456,-0.5028639729296724,0
-1.3555735383351184,0.5859541426526582,-0.3693648410115927,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,-1.2316448970958942,-0.3693648410115927,-1.9007045623886407,0.43279336567850346,2.0089333664952163,-0.08968408411123581,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-1.4389784579466105,4.062147613391883,2.0089333664952163,0.29589517551183253,0
0.7376951317802896,-1.9423031992530004,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.5924805998028886,-0.4745451962498414,-0.473673609298456,-0.5028639729296724,0
-1.3555735383351184,0.5859541426526582,-1.5661069258891531,1.3283790856183975,-1.2316448970958935,-1.53811906223916,0.5859541426526582,1.2669898018116525,0.8119223343984106,-1.5661069258891531,0.638789012042525,-0.4745451962498414,-0.473673609298456,0.9623533213877365,1
0.7376951317802896,0.5859541426526582,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-1.5661069258891531,1.1774694672248935,0.43279336567850346,-0.473673609298456,1.0323213593611131,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-1.977658913128979,2.247470489535193,2.0089333664952163,-0.08666388103324835,0
0.7376951317802896,-1.9423031992530004,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,0.8119223343984106,-1.5661069258891531,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.09027201697708402,0
0.7376951317802896,-1.9423031992530004,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,1.2669898018116525,-1.2316448970958942,0.8273772438659676,4.374348392294584e-15,0.43279336567850346,0.7676298785983802,-0.3414522396297095,1
-1.3555735383351184,0.5859541426526582,-0.3693648410115927,1.3283790856183975,-1.2316448970958935,4.136680459314014,0.5859541426526582,1.2669898018116525,0.8119223343984106,-0.3693648410115927,-0.05380014462052014,-0.4745451962498414,-0.473673609298456,-0.4370074380797961,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.8233436520239037,-0.4745451962498414,-0.473673609298456,-0.48415683506461793,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,-1.2316448970958942,0.8273772438659676,-0.9772523535045804,3.1548090514635376,2.0089333664952163,-0.4888542575852478,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-0.2846631968415352,1.3401319276068482,-0.473673609298456,-0.4740049257851427,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,-0.3693648410115927,0.17706290760049492,-0.4745451962498414,-0.473673609298456,-0.4370074380797961,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-1.0542067042449188,4.062147613391883,2.0089333664952163,0.29589517551183253,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,-0.3693648410115927,-0.669434950543227,-0.4745451962498414,-0.473673609298456,0.8314778546749457,0
0.7376951317802896,-1.9423031992530004,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-0.2846631968415352,0.43279336567850346,-0.473673609298456,-0.35739085800660875,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,0.8273772438659676,0.17706290760049492,-0.4745451962498414,-0.473673609298456,0.48910360681684767,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,4.136680459314014,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.3616175475818736,-0.4745451962498414,-0.473673609298456,-0.4943912965615582,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.489442190451096,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,-1.2316448970958942,-0.3693648410115927,-2.2216042049758515,-0.4745451962498414,2.0089333664952163,-0.0645157251280068,1
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,0.8273772438659676,0.02315420611981821,-0.4745451962498414,-0.473673609298456,-0.3972414308862942,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.5924805998028886,-0.4745451962498414,-0.473673609298456,-0.46720946885967085,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,0.8273772438659676,-0.05380014462052014,-0.4745451962498414,-0.473673609298456,-0.45714212526637926,1
-1.3555735383351184,-0.6781745283001711,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,-0.6781745283001711,1.2669898018116525,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.49162277707340296,1
0.7376951317802896,0.5859541426526582,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,-1.5661069258891531,-0.1307544953608585,-0.4745451962498414,-0.473673609298456,0.2999221129491492,0
-1.3555735383351184,0.5859541426526582,-0.3693648410115927,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,-0.3693648410115927,-0.9772523535045804,-0.4745451962498414,-0.473673609298456,-0.4370074380797961,1
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,-1.2316448970958942,0.8273772438659676,0.2540172583408333,2.247470489535193,-0.473673609298456,-0.3292868616315759,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-1.0542067042449188,0.43279336567850346,3.250236854392053,0.04370821849987792,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
-1.3555735383351184,0.5859541426526582,-1.5661069258891531,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,-1.2316448970958942,-1.5661069258891531,-0.5155262490625503,2.247470489535193,2.0089333664952163,4.6470010765324625,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.43857189832221194,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.05380014462052014,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.7463893012835653,-0.4745451962498414,-0.473673609298456,-0.49027979343805794,0
0.7376951317802896,0.5859541426526582,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,2.71798057892572,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-1.5661069258891531,1.2544238179652318,0.43279336567850346,-0.473673609298456,0.5833178351003077,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-0.2846631968415352,0.43279336567850346,2.0089333664952163,-0.2341504646749703,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,2.2548303775896303,-0.4745451962498414,-0.473673609298456,-0.5024451714361915,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
0.7376951317802896,-1.9423031992530004,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-2.9568189426274536,-1.9423031992530004,-0.7892723355547999,0.8119223343984106,-1.5661069258891531,3.1782825864736908,-0.4745451962498414,-0.473673609298456,0.04932982316237201,0
0.7376951317802896,-1.9423031992530004,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,1.2992806985374268,-1.9423031992530004,1.2669898018116525,-1.2316448970958942,-1.5661069258891531,-0.5155262490625503,-0.4745451962498414,0.7676298785983802,0.6272778976347748,1
-1.3555735383351184,0.5859541426526582,-0.3693648410115927,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,-1.2316448970958942,-0.3693648410115927,0.3309716090811716,-0.4745451962498414,0.7676298785983802,-0.18532384824750603,1
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-0.3693648410115927,0.3309716090811716,0.43279336567850346,-0.473673609298456,-0.12491978668775641,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.1307544953608585,-0.4745451962498414,-0.473673609298456,-0.489442190451096,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.489442190451096,0
0.7376951317802896,0.5859541426526582,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,1.2992806985374268,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-1.5661069258891531,-0.669434950543227,-0.4745451962498414,0.7676298785983802,0.9077379823941295,0
